Date,pr,prpercnt,hurs,spei12,tas,tasmin,tasmax,cdd,cwd,Year,Month,sd,rolling_pr_3y,rolling_pr_2y,rolling_pr_1y,tas_range
2016-03-16,119.17743,53.48413,79.65484,-0.7813943,27.234842,24.411514,30.058174,6.771962481962477,15.16708874458874,2016,3,30.966666666666665,2981.756546,2981.756546,2507.346646,5.646660000000001
2016-04-16,179.7406,85.07186,80.41793,-0.72912717,27.65225,24.902033,30.402468,5.966604136604132,19.71382635882636,2016,4,29.981944444444444,3161.497146,3161.497146,2506.879136,5.5004349999999995
2016-05-16,208.70003,95.41941,81.66837,-0.60193723,27.89443,25.19689,30.591972,1.3733044733044677,26.907629870129863,2016,5,30.969444444444445,3370.197176,3370.197176,2538.118466,5.395081999999999
2016-06-16,217.88135,125.98739,82.59023,-0.5212503,27.53718,24.898048,30.17631,1.3750252525252429,24.93152597402597,2016,6,29.948021885521875,3588.0785260000002,3588.0785260000002,2561.776656,5.278262000000002
2016-07-16,221.13972,124.81546,82.69959,-0.47538152,27.048462,24.459312,29.63761,0.6873472823472685,27.17414141414141,2016,7,30.95555555555556,3809.218246,3809.218246,2587.913526,5.178297999999998
2016-08-16,222.38647,110.222145,82.22021,-0.11494329,26.937658,24.249304,29.626013,2.279901394901389,26.205287397787394,2016,8,30.95555555555556,4031.604716,4031.604716,2685.1029959999996,5.376709000000002
2016-09-16,197.10902,88.1932,81.68452,-0.33632994,27.077444,24.31664,29.838251,1.5610822510822453,22.157122414622407,2016,9,29.9488492063492,4228.713736,4228.713736,2624.662056,5.521611
2016-10-16,216.14604,76.75797,82.30909,-0.6242116,26.796137,24.067469,29.524805,1.3245021645021529,27.09761544011543,2016,10,30.891877104377095,4444.859776,4444.859776,2554.713036,5.4573360000000015
2016-11-16,292.6016,97.06598,84.05441,-0.8779753,26.490496,23.971016,29.00998,0.7232539682539583,29.788412698412696,2016,11,29.95412698412698,4737.461376,4737.461376,2500.505216,5.038964
2016-12-16,272.1975,88.08521,83.61187,-1.1612735,26.04233,23.656693,28.427973,1.674271284271273,26.766507936507928,2016,12,30.86575998075998,5009.658876,5009.658876,2449.364486,4.771280000000001
2017-01-16,194.21407,74.435936,83.08761,-1.137249,25.88372,23.55985,28.207588,4.382895622895614,20.16899831649831,2017,1,30.64066257816257,5203.872946,5046.132426,2465.5702659999997,4.647738
2017-02-16,197.80818,116.94355,83.27713,-0.7361137,26.112724,23.76539,28.460062,2.534930254930244,19.063085618085616,2017,2,27.79069264069264,5401.681126,5128.9709760000005,2539.10201,4.694672000000001
2017-03-16,216.33777,122.19346,81.86534,-0.2876307,26.506811,23.914719,29.098902,3.90300986050985,20.98787999037999,2017,3,30.82537157287156,5618.018896,5143.608996,2636.26235,5.184182999999997
2017-04-16,218.81494,116.21018,82.55512,-0.16680889,27.061417,24.430107,29.692728,1.541329966329965,24.318150553150545,2017,4,29.94300625300625,5836.833836,5182.215826,2675.33669,5.262620999999999
2017-05-16,201.32416,94.551674,82.332855,-0.24830507,27.59883,24.949457,30.2482,1.2437229437229398,29.42322029822029,2017,5,30.99305555555556,6038.157996,5206.079286,2667.96082,5.298743000000002
2017-06-16,209.3835,115.39559,82.449455,-0.29173017,27.245298,24.593956,29.896645,2.6072041847041785,26.25612313612313,2017,6,29.96388888888889,6247.541496,5221.239626,2659.4629699999996,5.302689000000001
2017-07-16,218.26453,122.2299,82.41242,-0.3092418,27.194609,24.556793,29.832426,0.6992039442039352,26.61744588744588,2017,7,30.927819865319854,6465.806026,5244.501306,2656.5877800000003,5.275633000000003
