Year,Month,pr,tas,hurs,tasmin,tasmax,rolling_pr_3y,tas_range,Year_group
2015,1,130.47925,25.452703,82.35888,23.820084,27.085325,130.47925,3.2652409999999996,
2015,2,91.246025,25.665857,80.95409,23.938215,27.393497,221.725275,3.4552820000000004,
2015,3,149.40025,26.055353,82.769806,24.270435,27.84027,371.12552500000004,3.569835000000001,
2015,4,143.80931,27.136553,81.766846,25.21028,29.062826,514.934835,3.8525460000000002,
2015,5,173.23181,27.724688,82.186806,25.773115,29.676258,688.166645,3.903143,
2015,6,193.36467,27.335897,81.83944,25.34628,29.325514,881.531315,3.979233999999998,
2015,7,179.08188,27.155048,81.50234,25.189077,29.12102,1060.613195,3.9319430000000004,
2015,8,117.023254,27.313345,80.717316,25.279085,29.347599,1177.636449,4.068514,
2015,9,201.50551,27.023968,82.44426,25.052889,28.99505,1379.141959,3.9421609999999987,
2015,10,256.32306,26.810408,82.715836,24.877289,28.743525,1635.465019,3.8662360000000007,
2015,11,348.7451,26.821346,84.73505,25.007143,28.635548,1984.2101189999998,3.6284050000000008,
2015,12,325.50247,26.385778,84.10878,24.669073,28.102488,2309.7125889999998,3.433415,
2016,1,146.07999,26.306416,82.6023,24.649021,27.96381,2455.792579,3.3147889999999975,
2016,2,94.827095,26.410074,80.82868,24.634743,28.185406,2550.619674,3.550663,
2016,3,85.86007,27.160143,80.12263,25.18209,29.138197,2636.479744,3.956107000000003,
2016,4,137.54646,27.76808,80.0851,25.782944,29.75321,2774.026204,3.9702659999999987,
2016,5,187.01103,28.098051,81.4971,26.121103,30.075,2961.037234,3.9538969999999978,
2016,6,212.50504,27.728493,82.492065,25.776957,29.680029,3173.542274,3.9030720000000017,
2016,7,229.64246,27.100763,82.875694,25.208324,28.993202,3403.184734,3.784877999999999,
2016,8,181.39694,27.012083,82.36873,25.089106,28.93506,3584.581674,3.845953999999999,
2016,9,155.94003,27.188662,81.67538,25.211248,29.166077,3740.5217039999998,3.954829,
2016,10,207.71666,26.843761,82.37877,24.871025,28.8165,3948.238364,3.945475000000002,
2016,11,291.61533,26.492657,84.37313,24.658985,28.326323,4239.853694,3.6673379999999973,
2016,12,246.57263,26.036297,84.07146,24.365631,27.706963,4486.426324,3.3413319999999977,
2017,1,154.01193,25.829996,83.25114,24.215107,27.444887,4640.438254,3.2297800000000016,
2017,2,161.54968,26.055767,83.61333,24.416622,27.694918,4801.987934,3.278296000000001,
2017,3,162.88882,26.361135,82.192245,24.553572,28.168697,4964.876754,3.6151250000000026,
2017,4,171.42047,27.214684,82.44692,25.317244,29.112125,5136.297224,3.794881,
2017,5,187.43217,27.773657,82.289795,25.861013,29.686298,5323.729394,3.825285000000001,
2017,6,216.25659,27.460432,82.26312,25.479025,29.441841,5539.985984,3.962816,
2017,7,202.08965,27.3498,82.48524,25.421036,29.278564,5742.075634,3.8575279999999985,
2017,8,197.20537,27.165045,82.87899,25.2674,29.062685,5939.281004,3.795285,
2017,9,157.60948,27.178091,81.4889,25.16637,29.189812,6096.890484,4.023441999999999,
2017,10,263.83197,26.551428,82.6954,24.643494,28.459362,6360.722454,3.8158679999999983,
2017,11,215.43378,26.700806,83.05673,24.795868,28.605743,6576.156234,3.8098750000000017,
2017,12,315.01746,26.310854,84.21249,24.628607,27.9931,6891.173694,3.3644929999999995,
2018,1,127.27483,26.266224,82.8343,24.563963,27.968483,6887.969274,3.404519999999998,
2018,2,94.43388,26.567766,81.13213,24.787292,28.348244,6891.157129,3.5609520000000003,
2018,3,112.23255,27.116394,79.631386,25.166973,29.065815,6853.989428999999,3.898842000000002,
2018,4,194.4354,27.526976,83.143265,25.704765,29.34919,6904.615519,3.644425000000002,
2018,5,192.09013,27.805256,81.927025,25.85421,29.756296,6923.473838999999,3.9020860000000006,
2018,6,184.74481,27.682863,81.378235,25.70478,29.660942,6914.8539789999995,3.956161999999999,
2018,7,155.98952,27.623346,81.102425,25.570019,29.676674,6891.761619,4.106655,
2018,8,145.41643,27.621616,80.7328,25.566866,29.676369,6920.154795,4.109503,
2018,9,213.95947,27.188808,82.21325,25.176502,29.20111,6932.608755,4.024608000000001,
2018,10,297.71606,27.013468,83.501816,25.095999,28.930937,6974.001754999999,3.834938000000001,
2018,11,339.36627,26.599533,84.40182,24.81227,28.386797,6964.622925,3.574527,
2018,12,237.69386,26.401712,83.50724,24.69014,28.113287,6876.8143150000005,3.423147,
2019,1,309.45468,26.254673,84.51388,24.662678,27.84667,7040.189005,3.183992,
2019,2,174.5441,26.175144,83.345726,24.548203,27.802086,7119.906010000001,3.2538829999999983,
2019,3,121.63804,27.054163,82.99908,25.202473,28.905853,7155.68398,3.7033799999999992,
2019,4,115.92513,27.63741,80.68018,25.62488,29.64994,7134.06265,4.02506,
2019,5,114.698074,27.84345,80.10878,25.816332,29.870567,7061.749694,4.054235000000002,
2019,6,158.57985,28.062849,82.231995,26.112799,30.012903,7007.824503999999,3.9001040000000025,
2019,7,182.6321,27.725,81.80266,25.753689,29.696314,6960.814144,3.9426249999999996,
2019,8,171.68056,27.642982,81.131294,25.64239,29.643578,6951.097764,4.001188000000003,
2019,9,231.9974,27.511112,82.58436,25.549406,29.47282,7027.1551340000005,3.9234139999999975,
2019,10,272.85965,27.416977,82.77286,25.431955,29.401995,7092.298124,3.970040000000001,
2019,11,338.18857,27.119755,84.27775,25.297949,28.941563,7138.871364,3.6436139999999995,
2019,12,411.5316,26.847507,85.14335,25.193794,28.501226,7303.830334,3.3074319999999986,
2020,1,331.2347,26.623402,83.61743,24.978104,28.268698,7481.0531040000005,3.2905940000000022,
2020,2,146.69527,27.253334,81.544205,25.484697,29.021973,7466.198694000001,3.5372759999999985,
2020,3,213.33179,27.287212,81.78093,25.548838,29.025587,7516.641664,3.4767490000000016,
2020,4,229.30145,27.71271,82.88256,25.887125,29.538294,7574.522644,3.6511689999999994,
2020,5,191.27849,28.16713,81.969246,26.164284,30.169975,7578.368964,4.005691000000002,
2020,6,199.35197,27.652317,81.25712,25.670336,29.634296,7561.464344,3.96396,
2020,7,194.97404,27.509424,81.45186,25.525986,29.492863,7554.348734,3.966877,
2020,8,109.19081,27.786695,79.63312,25.70051,29.872879,7466.334174,4.172369,
2020,9,229.32892,27.555695,81.79984,25.54487,29.56652,7538.053614,4.021650000000001,
2020,10,256.2398,27.517927,82.581184,25.560474,29.475378,7530.4614440000005,3.914904,
2020,11,340.93323,26.924974,83.64863,25.120218,28.729729,7655.960894,3.6095109999999977,
2020,12,335.03244,26.383295,84.62397,24.73364,28.03295,7675.975874,3.2993099999999984,
2021,1,177.0464,26.39257,82.90365,24.712025,28.073114,7725.747444,3.3610889999999998,2020-2039
