Date,pr,Year,Month,prpercnt,hurs,spei12,tas,tasmin,tasmax,cdd,cwd,sd,rolling_pr_3y,rolling_pr_2y,rolling_pr_1y,tas_range
2064-08-16,293.1451,2064,8,139.71425,81.768036,0.5098253,29.704779,27.049799,32.359756,0.9183994708994676,27.525501443001435,31.0,8553.713109999999,5737.171480000001,2891.98588,5.309956999999997
2064-09-16,351.96762,2064,9,150.99022,82.20864,0.8376441,29.604998,26.92484,32.28516,0.4598412698412615,27.810179172679167,29.997222222222224,8643.62023,5779.01807,3037.16262,5.360319999999998
2064-10-16,276.85886,2064,10,98.55328,80.952576,0.78750294,29.377169,26.619669,32.13467,2.167187349687338,29.21945286195286,31.0,8663.15267,5708.46483,3016.16128,5.515001000000002
2064-11-16,356.76212,2064,11,118.21716,83.11997,0.63831973,28.92414,26.47386,31.374428,0.0571428571428472,29.90222222222222,29.99861111111111,8649.704740000001,5782.4568500000005,2966.8295,4.900568000000003
2064-12-16,426.20816,2064,12,136.90868,84.00712,1.056099,28.832375,26.495966,31.168783,0.4582972582972454,30.99809523809523,30.99734126984126,8749.3551,5862.03717,3097.44272,4.672817000000002
2065-01-16,355.10226,2065,1,137.6894,82.927155,1.4080554,28.576372,26.293867,30.85888,1.956641414141412,20.30290885040884,30.99861111111111,8920.97566,5929.047530000001,3228.5212500000002,4.565013
2065-02-16,215.22194,2065,2,123.1233,81.81594,1.5368568,29.038925,26.597181,31.480673,1.888798701298692,22.36251443001442,28.0,9010.569019999999,5979.377869999999,3282.14619,4.883492
2065-03-16,184.7304,2065,3,95.815796,81.19319,1.584328,29.37544,26.766825,31.984049,2.415126262626261,21.032216209716204,31.0,9085.39644,5952.7286300000005,3330.7578799999997,5.217223999999998
2065-04-16,204.37154,2065,4,103.386696,81.05668,1.6945943,29.89923,27.229706,32.568752,1.2334379509379398,24.583134920634915,30.0,9103.93149,6024.16244,3404.70996,5.339046000000003
2065-05-16,177.40279,2065,5,79.57363,79.97682,1.538804,30.167788,27.359756,32.97582,2.617588985088981,24.48783309283309,31.0,9075.46641,6011.8961500000005,3318.56798,5.616063999999998
2065-06-16,102.28784,2065,6,57.01507,78.14037,1.3002323,30.054728,27.07842,33.031033,5.266077441077431,12.521279461279455,30.0,8910.49765,5940.183190000001,3209.03058,5.9526129999999995
2065-07-16,144.41335,2065,7,80.66697,78.47346,1.1026349,29.851465,26.866812,32.836117,7.407364117364109,15.603995911495904,30.99861111111111,8782.74834,5922.54176,3088.4719800000003,5.969305000000002
2065-08-16,151.51823,2065,8,74.96375,78.833626,0.75637573,29.799032,26.90154,32.696526,6.867322029822025,17.25196368446368,31.0,8684.01659,5838.8309899999995,2946.8451099999997,5.794985999999998
2065-09-16,217.3001,2065,9,95.66378,80.43564,0.3361548,29.761923,26.930283,32.593563,1.57165103415103,23.373943001443,30.0,8591.19566,5849.34021,2812.17759,5.663280000000004
2065-10-16,310.9795,2065,10,110.74224,81.40188,0.43570724,29.262413,26.519463,32.00536,0.6313251563251505,28.827120009620003,31.0,8554.76306,5862.459510000001,2846.2982300000003,5.485897000000005
2065-11-16,332.6774,2065,11,108.737114,83.01071,0.34502208,28.779213,26.274393,31.284033,0.1968253968253935,29.42789682539681,29.994444444444444,8604.67036,5789.04301,2822.2135099999996,5.009640000000001
2065-12-16,356.6788,2065,12,117.82128,83.35091,0.15950054,28.669855,26.281317,31.058393,0.6224122174122106,29.76380952380951,31.0,8614.72132,5850.12687,2752.68415,4.777075999999997
2066-01-16,263.16983,2066,1,113.93058,80.98731,-0.11290592,28.084127,25.708817,30.45944,5.626381673881666,18.801224146224143,30.99380952380951,8589.79925,5889.27297,2660.75172,4.750623000000001
2066-02-16,145.23042,2066,2,72.21637,80.18277,-0.35464612,28.43328,25.830887,31.035677,7.97775853775853,15.721765271765266,28.0,8570.13807,5872.90639,2590.7602,5.204789999999999
2066-03-16,141.21005,2066,3,76.75234,79.93463,-0.48191905,28.91468,26.17689,31.652472,4.562229437229433,16.733638768638762,30.997222222222224,8499.96848,5877.99773,2547.23985,5.475581999999999
2066-04-16,106.9638,2066,4,54.56728,78.72424,-0.85408115,29.469671,26.60849,32.330845,4.948500481000474,16.374290524290522,30.0,8473.99455,5854.54207,2449.8321100000003,5.722354999999997
2066-05-16,128.09367,2066,5,57.887165,79.65034,-1.0775315,29.815447,26.94809,32.682804,3.926224146224144,15.05149230399229,31.0,8412.41914,5719.09097,2400.52299,5.734713999999997
2066-06-16,199.73004,2066,6,113.523735,80.675255,-0.7123208,29.62393,26.902143,32.345715,2.1693145743145714,20.31559764309764,30.0,8438.14838,5706.99577,2497.96519,5.443572
2066-07-16,126.42087,2066,7,71.43017,79.26593,-0.79553103,29.64116,26.711657,32.570663,6.28728595478595,19.99053631553631,31.0,8402.51447,5568.44469,2479.97271,5.859006000000004
2066-08-16,221.0119,2066,8,107.72515,80.17294,-0.49437866,29.319672,26.449854,32.18949,5.073834776334769,19.11155844155844,30.99861111111111,8388.29737,5496.31149,2549.46638,5.739636000000001
2066-09-16,169.48645,2066,9,74.34333,79.8978,-0.6536728,29.495344,26.598913,32.391773,4.3727296777296765,21.29830928330928,30.0,8350.99294,5313.83032,2501.6527300000002,5.792860000000001
2066-10-16,251.9142,2066,10,86.94129,81.127846,-0.8613446,29.214647,26.422623,32.00667,3.234487734487731,24.475774410774413,31.0,8305.04694,5288.88566,2442.58743,5.584046999999998
2066-11-16,264.487,2066,11,86.46921,81.643166,-1.0678136,29.272263,26.620401,31.92412,0.6657070707070603,26.875793650793646,30.0,8163.44004,5196.610540000001,2374.39703,5.303718999999997
2066-12-16,356.84622,2066,12,113.68801,82.45161,-1.1523632,28.52426,26.138895,30.909622,1.3178174603174535,29.532976190476177,30.9875,8224.69132,5127.248600000001,2374.56445,4.770726999999997
2067-01-16,166.9149,2067,1,62.0843,81.297356,-1.5951227,28.53074,26.052588,31.008894,2.817544492544491,18.440531505531503,30.99861111111111,8167.582490000001,4939.06124,2278.3095200000002,4.956306000000001
2067-02-16,197.08691,2067,2,96.21755,80.765526,-1.3188123,28.970589,26.4722,31.468979,3.6207840307840273,21.62206349206348,27.99861111111111,8203.0724,4920.9262100000005,2330.16601,4.996779
2067-03-16,170.76685,2067,3,79.58088,79.53542,-1.1347784,29.748495,26.999962,32.49703,4.804487734487731,14.242683982683973,31.0,8237.72054,4906.96266,2359.72281,5.497068000000002
2067-04-16,171.90198,2067,4,79.848785,79.959114,-0.917963,30.161583,27.36709,32.95608,3.380692640692639,19.01847883597883,30.0,8279.20306,4874.4931,2424.66099,5.588989999999999
2067-05-16,173.09755,2067,5,73.043564,80.55498,-0.82140535,30.253473,27.53243,32.974514,4.458362193362188,21.73035714285714,31.0,8188.75584,4870.18786,2469.66487,5.442083999999998
2067-06-16,199.59167,2067,6,114.1838,81.23467,-0.8081057,30.217834,27.5328,32.90287,2.8787662337662265,24.53443963443963,30.0,8176.52227,4967.49169,2469.5265,5.370069999999998
2067-07-16,226.81361,2067,7,124.618126,80.69535,-0.5488933,30.218605,27.404343,33.032867,1.9538323713323609,23.215494227994228,31.0,8138.36393,5049.89195,2569.91924,5.628524000000002
2067-08-16,316.08743,2067,8,151.90382,81.78373,-0.30257967,29.674316,26.970259,32.378372,1.5589345839345716,24.97253848003847,30.99861111111111,8161.306259999999,5214.46115,2664.99477,5.408113
2067-09-16,359.1879,2067,9,154.02983,82.473564,0.23290117,29.502892,26.827774,32.17801,0.5289057239057176,27.73586339586339,29.995833333333334,8168.52654,5356.34895,2854.69622,5.350235999999999
2067-10-16,270.35226,2067,10,94.769806,81.22605,0.29136074,29.72123,26.979736,32.462723,1.2051899951899885,27.234234006734003,30.997222222222224,8162.01994,5315.721710000001,2873.13428,5.482986999999998
2067-11-16,303.1382,2067,11,101.14417,82.195015,0.40992153,29.575064,26.990099,32.160023,1.0592400192400115,29.21075036075036,30.0,8108.39602,5286.18251,2911.78548,5.169924000000002
2067-12-16,344.7985,2067,12,114.56374,82.73365,0.4265658,29.217031,26.863836,31.570227,1.1025396825396758,28.39202380952381,31.0,8026.986360000001,5274.30221,2899.73776,4.706391
2068-01-16,316.26584,2068,1,127.76105,82.12146,0.8787927,28.83967,26.543646,31.135702,1.6881685906685877,19.98569384319383,30.98333333333333,7988.149939999999,5327.398219999999,3049.0887000000002,4.5920559999999995
2068-02-16,212.30396,2068,2,115.1569,81.84765,0.9128091,28.986542,26.589228,31.38386,2.6519733044732985,20.863710918710915,28.99305555555556,7985.23196,5394.471759999999,3064.30575,4.794632
2068-03-16,196.2221,2068,3,98.746185,80.402016,0.93996876,29.33432,26.7359,31.932741,3.9343109668109606,18.79036315536315,31.0,7996.72366,5449.48381,3089.761,5.196840999999999
2068-04-16,179.62683,2068,4,86.833565,80.22131,0.97046566,29.774536,27.061775,32.487293,3.3115271765271643,22.943928571428565,30.0,7971.97895,5522.146839999999,3097.48585,5.425518
2068-05-16,141.32425,2068,5,65.339066,79.01083,0.9641762,30.439514,27.571226,33.3078,4.713145743145729,20.649968734968727,31.0,7935.90041,5535.377420000001,3065.71255,5.736574000000001
2068-06-16,265.24817,2068,6,149.108,80.88436,1.1317703,29.763578,27.046274,32.480885,1.7978463203463195,24.76408249158249,29.997222222222224,8098.86074,5600.89555,3131.3690500000002,5.434611
2068-07-16,162.2039,2068,7,88.25515,79.58073,1.0594579,29.90574,27.033972,32.777515,4.986583694083692,27.517301587301585,31.0,8116.65129,5636.67858,3066.75934,5.7435430000000025
2068-08-16,174.82024,2068,8,85.010475,79.21639,0.67403674,29.937963,27.049673,32.826252,5.085680615680602,14.237086339586332,30.99861111111111,8139.9533,5590.48692,2925.49215,5.776578999999998
2068-09-16,134.0804,2068,9,61.713867,79.0526,-0.02129194,29.76845,26.879852,32.657055,2.339390331890324,17.261248196248197,30.0,8056.7336,5555.08087,2700.38465,5.777203
2068-10-16,313.23547,2068,10,109.91334,82.57613,0.109240316,28.96993,26.35199,31.58787,0.4843470418470371,29.07131914381913,30.99861111111111,8058.989570000001,5616.40214,2743.26786,5.235879999999998
2068-11-16,270.9551,2068,11,89.59495,82.42275,-0.015952969,29.269958,26.692274,31.847641,0.3753511303511226,29.79313492063492,30.0,7997.26727,5622.87024,2711.08476,5.155366999999998
2068-12-16,288.62473,2068,12,93.2795,82.55172,-0.23148744,29.13532,26.716417,31.554224,1.7627729677729629,28.704563492063485,30.99861111111111,7929.2132,5554.64875,2654.91099,4.8378070000000015
2069-01-16,201.60136,2069,1,74.36367,81.29809,-0.64419943,28.771927,26.273413,31.270441,4.740860990860984,12.69880832130831,31.0,7867.64473,5589.33521,2540.2465100000004,4.997028
2069-02-16,56.469177,2069,2,26.623055,77.85932,-1.1690208,29.13481,26.382635,31.88698,8.003424723424711,8.384632034632025,28.0,7778.883487,5448.717477,2384.411727,5.504345000000001
2069-03-16,78.52533,2069,3,35.25514,76.7048,-1.5750567,29.696402,26.769539,32.623264,11.859585137085128,9.288771043771042,31.0,7716.198767,5356.475957,2266.714957,5.853724999999997
2069-04-16,100.65737,2069,4,46.12322,78.174934,-1.8715448,30.732382,27.737411,33.727345,7.958774651274642,13.20453823953823,30.0,7709.892336999999,5285.231347,2187.745497,5.989933999999998
