Year,Month,pr,tas,hurs,tasmax,tasmin
1988,6,169.84012,26.808804,81.40416,28.82488,24.792732
1988,7,112.03229,26.947283,79.57175,29.043133,24.85143
1988,8,170.80635,26.73878,81.01263,28.751049,24.72651
1988,9,201.86026,26.52399,81.745445,28.523546,24.524433
1988,10,283.69626,26.243164,83.159004,28.110294,24.376034
1988,11,332.96133,25.827864,84.19424,27.60294,24.052784
1988,12,320.6402,25.61753,85.396324,27.248161,23.986898
1989,1,193.15228,25.554958,83.326324,27.203592,23.906322
1989,2,169.75829,25.619612,83.29718,27.287052,23.952173
1989,3,153.04799,26.26332,82.56027,28.068151,24.45849
1989,4,146.61201,27.024054,81.75901,28.94907,25.099033
1989,5,211.67387,27.185522,82.36207,29.099676,25.271368
1989,6,159.85687,27.260878,81.627335,29.245268,25.276487
1989,7,147.71333,26.805582,80.34956,28.83652,24.774643
1989,8,205.60452,26.957546,81.75173,28.957949,24.957144
1989,9,168.69075,26.884417,80.96396,28.952301,24.816532
1989,10,274.92575,26.489729,83.4542,28.400396,24.579067
1989,11,323.0509,26.006474,83.68276,27.842607,24.170338
1989,12,239.40825,25.587479,83.17175,27.300669,23.874289
1990,1,209.76465,25.599672,83.22883,27.263414,23.935926
1990,2,126.86788,25.781462,82.23258,27.503036,24.059893
1990,3,133.77887,26.535698,81.7379,28.367218,24.704176
1990,4,144.01479,27.03525,81.62108,28.958204,25.112293
1990,5,194.06725,27.434694,82.12075,29.424446,25.444942
1990,6,194.61583,27.15898,82.71916,29.093056,25.224903
1990,7,186.36287,26.883375,82.69243,28.784294,24.982456
1990,8,167.06282,26.939453,81.5659,28.94195,24.93696
1990,9,160.83246,26.977242,81.35938,29.015223,24.939266
1990,10,207.6657,26.770903,82.15725,28.71511,24.826694
1990,11,284.6629,26.66226,83.42292,28.531305,24.793213
1990,12,309.58035,26.089592,83.468666,27.765053,24.41413
1991,1,167.40753,26.105251,83.28019,27.783377,24.427126
1991,2,109.055435,26.428148,81.56578,28.218403,24.637894
1991,3,129.87555,26.983023,82.1174,28.874596,25.091454
1991,4,163.84526,27.417004,81.42616,29.390207,25.443798
1991,5,236.77866,27.523806,83.137566,29.43098,25.61663
1991,6,175.32788,27.52903,81.925026,29.521646,25.536415
1991,7,157.8052,27.374533,81.64681,29.420034,25.329033
1991,8,165.94113,27.177555,82.00476,29.208147,25.146963
1991,9,222.99503,26.68625,82.58585,28.665182,24.707321
1991,10,285.19537,26.248512,83.12575,28.213995,24.283026
1991,11,274.8328,25.93389,84.12045,27.730812,24.136967
1991,12,312.317,25.882008,85.26022,27.544447,24.21957
1992,1,257.24084,25.380198,83.33493,27.02913,23.731264
1992,2,170.86302,25.768272,83.55721,27.442488,24.094057
1992,3,162.93352,26.309093,82.09888,28.1587,24.459486
1992,4,203.06514,26.817492,81.55411,28.761082,24.873905
1992,5,241.95872,26.794674,82.84283,28.667582,24.921764
1992,6,158.9235,26.597725,80.73029,28.5926,24.602848
1992,7,187.76996,26.545795,81.0148,28.58581,24.50578
1992,8,151.67865,26.633303,80.35594,28.646858,24.619747
1992,9,156.9368,26.449276,80.62019,28.504786,24.393766
1992,10,271.5303,26.014519,83.06077,27.902817,24.126223
1992,11,306.66895,25.682539,84.06199,27.484903,23.880178
1992,12,280.33698,25.457737,84.52381,27.145449,23.770023
1993,1,181.07135,25.305798,82.05946,26.943243,23.668348
1993,2,103.071045,25.578173,80.63426,27.34291,23.813435
1993,3,100.745865,25.948227,80.965675,27.821447,24.075005
1993,4,135.82278,26.937546,81.7096,28.918127,24.956964
1993,5,252.0424,26.872915,83.19458,28.817097,24.928734
1993,6,195.06894,26.816433,82.1717,28.75083,24.88204
1993,7,190.70212,26.593493,82.42405,28.526438,24.660545
1993,8,231.04259,26.450518,82.25349,28.381634,24.519402
1993,9,236.74878,26.278683,82.32926,28.217718,24.339643
1993,10,233.23477,26.242321,82.62153,28.198761,24.285881
1993,11,312.7819,25.97452,83.83982,27.810232,24.138805
1993,12,192.04193,25.53985,82.09712,27.258772,23.820932
1994,1,108.91639,25.401243,82.367805,27.067291,23.735195
1994,2,123.63277,25.626915,82.64006,27.326035,23.927797
1994,3,127.08023,26.199116,82.34112,28.03533,24.362902
1994,4,140.14935,26.839304,82.3149,28.751162,24.92745
1994,5,155.52316,27.202612,81.498695,29.164589,25.24064
1994,6,169.95898,27.190111,82.24223,29.203844,25.17638
1994,7,201.40771,26.855726,82.250175,28.846022,24.865433
1994,8,184.47415,27.000696,81.7035,29.026302,24.97509
1994,9,251.61685,26.763966,83.187965,28.73127,24.796663
1994,10,242.78215,26.720907,82.89659,28.680208,24.761604
1994,11,329.62256,25.953726,84.688866,27.73865,24.168804
1994,12,251.9418,25.50712,84.616295,27.150526,23.863716
1995,1,199.70071,25.693497,84.708496,27.32776,24.059229
1995,2,147.59892,26.089256,83.210106,27.825832,24.35268
1995,3,188.29694,26.422634,83.38823,28.150656,24.694607
1995,4,158.7786,27.023148,82.208244,28.911877,25.134422
1995,5,204.43132,27.410147,82.33998,29.406364,25.41393
1995,6,172.34758,27.014559,80.821785,29.032516,24.9966
1995,7,160.25507,26.918938,80.29854,29.004448,24.83343
1995,8,167.26007,26.822546,81.01759,28.828579,24.816515
1995,9,134.98395,26.821865,80.32127,28.831127,24.812607
1995,10,278.26355,26.369091,82.65242,28.28229,24.455889
1995,11,303.99542,26.22217,83.166916,28.053305,24.391031
1995,12,283.26813,25.63519,82.70609,27.309706,23.960676
1996,1,240.06195,25.650208,83.403,27.265747,24.034664
1996,2,179.557,25.768538,82.95642,27.534283,24.00279
1996,3,186.41653,26.155327,82.89319,27.89877,24.41188
1996,4,200.91406,26.761162,83.5295,28.612011,24.910316
1996,5,177.14542,27.083376,82.336815,28.989353,25.177397
1996,6,154.49997,27.073385,81.11298,29.063095,25.083673
1996,7,183.84872,26.763525,81.32359,28.789043,24.738
1996,8,190.12212,26.84008,81.49344,28.835121,24.845043
1996,9,202.02219,26.917318,81.69739,28.920565,24.914074
1996,10,230.40211,26.872437,82.22292,28.803043,24.94183
1996,11,358.90143,26.195705,83.70458,28.052942,24.338469
1996,12,332.10632,26.055954,85.11078,27.72707,24.384838
1997,1,257.65836,26.06436,84.29597,27.655502,24.473215
1997,2,194.8173,26.130367,83.3792,27.83444,24.426296
1997,3,136.85551,26.833,80.92212,28.68362,24.982378
1997,4,170.05827,27.155191,80.94653,29.051407,25.258978
1997,5,249.79002,27.471624,82.38079,29.450666,25.492584
1997,6,160.23248,26.934109,80.96623,28.981937,24.886278
1997,7,192.60216,26.772478,82.08839,28.79817,24.74679
1997,8,168.19002,26.82841,82.631004,28.872963,24.783854
1997,9,230.05095,26.6736,83.25774,28.674828,24.672365
1997,10,266.0961,26.307606,84.022705,28.204956,24.410254
1997,11,322.63315,25.668688,84.36413,27.484129,23.85325
1997,12,299.33844,25.48525,85.09818,27.11913,23.851372
1998,1,217.97847,25.40257,84.73746,26.978891,23.826246
1998,2,132.29585,25.601877,83.50084,27.23385,23.969904
1998,3,138.34521,26.284746,82.48534,28.122206,24.447285
1998,4,135.0102,26.882578,82.28911,28.855751,24.909407
1998,5,207.85115,27.254696,82.92097,29.140005,25.369385
1998,6,211.509,27.058771,81.96246,28.99441,25.123133
1998,7,188.83342,26.748108,81.58073,28.736246,24.759966
1998,8,257.2723,26.295124,82.69786,28.238653,24.35159
1998,9,200.64075,26.726086,82.01405,28.65394,24.798231
1998,10,263.6561,26.401115,83.0171,28.304302,24.497929
1998,11,336.6972,26.02921,84.65255,27.80523,24.253191
1998,12,301.9721,25.399328,83.81615,27.127613,23.671043
1999,1,167.05894,24.905043,83.85362,26.507418,23.30267
1999,2,164.47523,25.41187,84.64691,27.032843,23.790897
1999,3,152.95149,25.875933,83.25672,27.650593,24.101273
1999,4,157.42575,26.56624,82.2148,28.453989,24.678488
1999,5,149.17693,26.849384,82.512405,28.785854,24.912918
1999,6,192.24489,26.993084,82.80226,28.937246,25.048923
1999,7,160.77995,26.976202,81.67443,28.970907,24.981495
1999,8,124.2247,26.9311,81.500755,28.928574,24.933628
1999,9,220.74059,26.359789,82.05745,28.315979,24.403599
1999,10,187.85947,26.580376,81.465164,28.5254,24.635351
1999,11,253.82123,26.61835,82.230995,28.495966,24.740738
1999,12,272.12244,26.246843,82.14389,28.018602,24.475082
2000,1,158.53838,25.98979,81.33471,27.719238,24.26034
2000,2,98.66964,25.54405,80.82111,27.253365,23.834736
2000,3,121.98077,26.671293,82.74827,28.544117,24.798471
2000,4,133.02464,27.040575,82.28084,28.958776,25.122372
2000,5,151.00217,27.399712,82.39781,29.343435,25.455988
2000,6,196.27562,27.38709,82.18965,29.361849,25.412334
2000,7,201.29527,27.016932,82.44938,28.985378,25.048483
2000,8,178.84908,26.882187,81.64859,28.850796,24.913576
2000,9,198.3005,26.888514,82.33372,28.82445,24.952578
2000,10,285.98383,26.565962,82.98914,28.493608,24.638313
2000,11,318.38614,26.314983,84.01525,28.125069,24.504896
2000,12,251.71164,25.774815,82.51299,27.463543,24.086084
2001,1,126.60841,25.323832,80.64162,27.019548,23.628117
2001,2,116.941666,25.70859,83.15169,27.444384,23.97279
2001,3,149.71223,26.210894,81.97815,28.03449,24.387293
2001,4,188.87505,26.725868,84.134544,28.513615,24.938122
2001,5,184.86667,27.312365,82.96509,29.232561,25.392166
2001,6,163.45992,27.22624,81.33859,29.22871,25.223774
2001,7,172.94173,27.03333,81.11725,29.060148,25.006512
2001,8,175.10883,27.226156,81.57718,29.230223,25.222092
2001,9,178.61398,27.209799,81.51773,29.21749,25.20211
2001,10,318.304,26.80638,83.17935,28.75784,24.854918
2001,11,318.5348,26.36666,84.212494,28.182877,24.550446
2001,12,315.56946,26.165592,84.90252,27.803658,24.527525
2002,1,284.18237,25.546907,84.43261,27.116623,23.977192
2002,2,148.51205,25.881893,83.45118,27.58,24.18379
2002,3,198.7899,26.499586,83.70794,28.228767,24.770405
2002,4,182.06305,27.060219,83.05946,28.911367,25.209072
2002,5,216.62311,27.363737,82.12658,29.340464,25.387014
2002,6,126.38444,27.344757,80.84936,29.395792,25.293724
2002,7,117.72016,26.929306,80.34013,28.98262,24.875992
2002,8,158.67711,26.736897,82.39983,28.706453,24.767344
2002,9,204.92789,26.718016,83.236305,28.680666,24.755365
2002,10,278.41064,26.368586,83.4915,28.254099,24.48307
2002,11,291.22238,26.232767,83.70352,28.057678,24.407856
2002,12,277.1102,26.03321,84.614075,27.707026,24.359394
2003,1,222.68639,26.001402,83.94634,27.656017,24.346786
2003,2,116.03926,26.11701,82.52652,27.823587,24.410437
2003,3,126.281204,26.566118,81.07257,28.46175,24.670486
2003,4,144.07166,27.294193,81.40128,29.285889,25.302502
2003,5,172.09668,27.456787,82.17399,29.383585,25.52999
2003,6,186.24275,27.605059,82.007996,29.55899,25.651127
2003,7,176.27942,27.147724,81.169205,29.17356,25.121887
2003,8,212.36888,27.031641,82.06373,28.963377,25.099907
2003,9,203.82736,26.996677,82.37212,28.944178,25.049183
2003,10,278.28964,26.810608,82.8516,28.766415,24.854803
2003,11,287.63715,26.304787,83.43881,28.082993,24.526579
2003,12,367.83194,26.225895,84.69732,27.88855,24.563238
2004,1,216.76096,26.027712,83.35214,27.671087,24.384335
2004,2,210.23409,26.32906,83.08902,28.042162,24.615957
2004,3,126.30258,26.856678,81.28029,28.69472,25.018635
2004,4,206.86824,27.367323,82.11023,29.301193,25.433453
2004,5,237.61536,27.430239,82.09985,29.351307,25.50917
2004,6,232.91054,27.18331,82.833084,29.123089,25.243536
2004,7,162.15237,27.08219,81.672165,29.074291,25.090086
2004,8,196.17558,26.945686,82.38272,28.930597,24.960777
2004,9,203.9437,26.725819,82.29211,28.692688,24.758947
2004,10,278.75873,26.673748,83.4181,28.581604,24.765892
2004,11,335.49353,26.594492,84.38079,28.414661,24.77432
2004,12,372.94513,26.33897,84.52144,28.016104,24.661833
2005,1,303.4681,25.934834,84.08587,27.523935,24.34573
2005,2,75.84197,26.202997,79.47664,28.06113,24.344862
2005,3,135.44829,26.688902,81.17335,28.542242,24.83556
2005,4,221.67555,27.050995,82.792404,28.941595,25.160393
2005,5,230.54323,27.345787,83.171036,29.237993,25.453579
2005,6,204.09412,27.407751,82.69566,29.364782,25.45072
2005,7,183.64482,27.004875,82.25351,28.989166,25.020586
2005,8,136.3302,27.056145,80.62408,29.080835,25.031452
2005,9,194.7764,26.59465,81.61914,28.523977,24.665325
2005,10,238.62846,26.664045,82.575424,28.610353,24.717737
2005,11,264.1294,26.771576,83.76181,28.634003,24.909153
2005,12,323.28186,26.444567,84.43688,28.121433,24.767706
2006,1,222.84918,26.027792,83.0695,27.639898,24.415686
2006,2,82.84434,26.524317,81.291084,28.355892,24.69274
2006,3,107.34867,26.998926,79.85666,28.946682,25.051172
2006,4,151.77968,27.630981,81.50653,29.639061,25.622902
2006,5,177.56042,27.646748,81.6463,29.586313,25.707184
2006,6,154.01064,28.014515,81.45016,30.018757,26.010271
2006,7,136.69609,27.70919,79.53597,29.77626,25.642118
2006,8,200.94354,27.358955,80.6655,29.412268,25.305643
2006,9,176.12769,27.40155,81.35771,29.505623,25.297482
2006,10,240.57556,27.100075,82.06422,29.101526,25.098629
2006,11,322.71152,26.673174,83.478905,28.521507,24.824839
2006,12,320.24036,26.333406,84.13603,28.013834,24.652983
2007,1,338.29282,25.846851,83.86293,27.489388,24.204319
2007,2,235.86728,25.730206,83.96671,27.413717,24.046692
2007,3,221.17017,26.402597,83.63428,28.176098,24.629099
2007,4,191.62694,26.860113,82.96652,28.734888,24.985338
2007,5,194.70546,27.15654,82.18,29.120872,25.192204
2007,6,189.11046,27.031052,82.22455,29.007462,25.054644
2007,7,137.92905,26.91792,81.17139,28.934475,24.901361
2007,8,186.32271,26.755445,81.892006,28.702877,24.808014
2007,9,234.5592,26.69349,82.46159,28.641548,24.745428
2007,10,235.62349,26.650917,82.41327,28.59198,24.70985
2007,11,317.89337,26.598198,83.82724,28.41889,24.777508
2007,12,263.82565,26.308321,82.95788,28.07026,24.546381
2008,1,163.73413,25.539015,82.94912,27.198263,23.879763
2008,2,190.96584,25.66984,84.08511,27.314957,24.024723
2008,3,160.99214,26.013477,82.49672,27.81821,24.208742
2008,4,114.91722,26.631838,80.90679,28.613817,24.649858
2008,5,166.15681,27.02987,82.492165,28.966028,25.093714
2008,6,148.77434,27.28821,82.33205,29.251553,25.324865
2008,7,170.54811,27.001974,81.43636,28.99252,25.01143
2008,8,154.02344,27.156273,80.870094,29.222998,25.089544
2008,9,262.63443,26.711823,82.53748,28.661638,24.762003
2008,10,269.9803,26.431728,82.62425,28.330624,24.532833
2008,11,282.17386,26.492453,83.11997,28.348576,24.636328
2008,12,227.24669,25.930277,82.29709,27.615473,24.24508
2009,1,225.57373,25.437256,84.72135,27.005625,23.868889
2009,2,113.4462,25.977371,82.733444,27.720846,24.233892
2009,3,126.61671,26.491152,81.89793,28.324518,24.657787
2009,4,138.35707,26.896412,82.353745,28.808796,24.98403
2009,5,174.98788,27.176802,81.872925,29.144884,25.208717
2009,6,171.49796,27.4391,82.34334,29.404484,25.473713
2009,7,160.78333,27.130941,81.03539,29.14157,25.12031
2009,8,194.58861,26.909693,82.18026,28.861723,24.957663
2009,9,236.8109,26.548798,83.38076,28.461699,24.635897
2009,10,293.2716,26.499937,83.591286,28.404572,24.595303
2009,11,290.5943,26.276226,83.57889,28.11656,24.435892
2009,12,319.08936,26.034,84.87639,27.70737,24.36063
2010,1,212.09248,26.293713,83.23173,27.932892,24.654531
2010,2,174.58418,26.401085,82.47402,28.085732,24.71644
2010,3,104.21808,26.937134,81.943535,28.816797,25.05747
2010,4,104.025696,27.600998,80.93667,29.652939,25.549057
2010,5,150.63347,27.909037,81.47231,29.90406,25.91401
2010,6,156.12038,27.56974,80.05854,29.609324,25.530157
2010,7,183.29839,27.240166,80.51697,29.254103,25.22623
2010,8,201.45996,27.318216,81.49755,29.297735,25.3387
2010,9,191.39062,27.354185,81.351456,29.379744,25.328625
2010,10,246.18785,27.230116,82.379585,29.20057,25.259663
2010,11,368.8545,26.738304,84.10878,28.576067,24.900547
2010,12,282.7446,25.82423,83.65702,27.482422,24.166037
2011,1,210.77237,25.766983,84.48474,27.352797,24.181168
2011,2,66.11986,25.976929,80.49605,27.761442,24.192417
2011,3,159.68001,26.724724,81.34461,28.590279,24.859173
2011,4,134.71956,26.928455,81.81833,28.86206,24.994852
2011,5,189.71135,27.144026,82.53849,29.087372,25.200678
2011,6,180.18236,27.383606,82.387436,29.317945,25.449265
2011,7,144.89384,27.081263,82.006294,29.035847,25.12668
2011,8,163.77733,26.768248,81.50591,28.71023,24.826263
2011,9,149.32016,26.923975,81.98855,28.876766,24.971188
2011,10,241.34355,26.794949,83.23478,28.70524,24.884657
2011,11,279.99435,26.818254,83.196625,28.70307,24.933434
2011,12,365.8196,26.548637,84.361916,28.202826,24.894453
2012,1,241.71599,26.343727,83.96292,27.983204,24.704252
2012,2,102.62631,26.950619,81.779945,28.818045,25.083195
2012,3,106.913925,27.5021,80.4886,29.47635,25.52785
2012,4,135.39194,28.087818,81.47832,30.089062,26.086575
2012,5,206.11984,28.226072,82.221054,30.209242,26.2429
2012,6,132.42053,28.322857,80.926674,30.388287,26.257423
2012,7,251.17534,27.339132,82.07933,29.300419,25.377846
2012,8,208.32521,27.405638,81.144806,29.36408,25.447197
2012,9,180.00832,27.629293,81.3717,29.657982,25.600607
2012,10,301.10168,27.27392,82.97247,29.209316,25.338524
2012,11,289.29898,27.101915,83.12392,28.966028,25.237803
2012,12,393.02222,26.682116,83.85247,28.343525,25.020706
2013,1,236.60716,26.196026,82.99511,27.81989,24.572166
2013,2,202.92819,26.240648,84.15188,27.893675,24.587622
2013,3,225.0161,26.568083,83.82812,28.275785,24.860384
2013,4,190.35545,27.222773,82.42376,29.111338,25.33421
2013,5,224.91235,27.490606,82.58746,29.477203,25.504015
2013,6,162.99455,27.386272,81.37718,29.4492,25.323341
2013,7,164.75748,26.938198,81.08116,28.94869,24.927702
2013,8,202.65932,26.936724,82.90328,28.8151,25.058346
2013,9,198.9158,26.789282,82.298004,28.713877,24.864687
2013,10,290.5811,26.683987,83.78601,28.56991,24.798065
2013,11,293.6847,26.401947,83.762215,28.219149,24.584743
2013,12,394.75903,26.097212,85.555115,27.744719,24.449705
2014,1,180.51982,25.878681,82.08127,27.570946,24.186417
2014,2,187.5323,25.983522,83.574554,27.651556,24.315489
2014,3,139.89197,26.586369,82.23625,28.318888,24.853844
2014,4,134.01187,27.403738,81.70653,29.35645,25.451029
2014,5,194.79648,27.529675,81.954025,29.505533,25.55382
2014,6,147.32948,27.545391,81.64846,29.587751,25.503036
2014,7,164.28598,27.23764,81.54383,29.2181,25.257183
2014,8,133.84505,27.239317,80.92102,29.289219,25.189419
2014,9,208.29294,27.021917,82.32584,29.005795,25.03804
2014,10,298.03635,26.715893,83.5377,28.634144,24.797638
2014,11,336.67758,26.529549,83.844025,28.329771,24.729326
2014,12,257.36136,25.938272,83.466965,27.617212,24.25933
