Year,Month,Date,pr,prpercnt,hurs,spei12,tas,tasmin,tasmax,cdd,cwd,sd
1965,1,1965-01-16,235.28792,95.07543,82.76456,-0.19897719,25.216644,22.881575,27.551712,1.703555796055787,18.544148629148623,30.293684463684453
1965,2,1965-02-16,230.01286,129.3983,83.795395,0.097831406,24.959404,22.698097,27.22071,1.633435545935544,22.626604136604133,26.515911495911492
1965,3,1965-03-16,229.10258,138.338,82.924324,0.37917936,25.525492,22.927153,28.123833,3.228583453583449,24.052471139971136,30.574439634439628
1965,4,1965-04-16,183.58649,98.576485,82.72358,0.3660244,26.02781,23.36437,28.691246,1.95372294372294,26.8675,29.825367965367953
1965,5,1965-05-16,179.0769,83.26345,82.22175,0.3023558,26.441208,23.673136,29.209284,1.689124579124572,24.53020803270802,30.892508417508417
1965,6,1965-06-16,192.15857,110.13184,82.57314,0.33718792,26.338125,23.665733,29.010513,0.8384535834535763,28.727254689754687,29.859718614718613
1965,7,1965-07-16,179.72755,99.94137,81.69562,0.26358974,26.167007,23.4107,28.92331,2.076517556517546,22.090054112554107,30.788502886002885
1965,8,1965-08-16,202.95552,100.91802,82.0386,0.23713683,25.954292,23.239061,28.66952,1.6212253487253356,27.406676286676284,30.759653679653677
1965,9,1965-09-16,237.95142,106.34142,83.109924,0.3114994,25.646338,23.021683,28.270988,0.701837421837419,27.071951659451653,29.645669793169777
1965,10,1965-10-16,246.846,85.96027,83.1749,0.059309214,25.592459,22.970724,28.214188,0.3878727753727662,30.032683982683984,30.680996873496863
1965,11,1965-11-16,304.56583,98.51621,84.13438,0.13209474,25.317854,22.812164,27.823542,0.5403547378547338,29.758571428571422,29.35691678691678
1965,12,1965-12-16,236.32361,76.73269,83.67359,-0.10246859,25.35229,22.913515,27.791063,2.0264285714285646,26.79996031746031,30.727462722462718
1966,1,1966-01-16,200.77522,84.42187,83.04804,-0.19846384,25.217398,22.933733,27.50106,2.3890788840788773,19.077944925444918,30.30708874458874
1966,2,1966-02-16,216.28914,121.481476,83.74435,-0.2280664,25.13233,22.823387,27.441275,1.787726070226065,24.425342712842706,27.159052429052416
1966,3,1966-03-16,191.90779,103.82715,82.66949,-0.32182053,25.588196,23.061377,28.115015,1.6209199134199075,23.96769119769119,30.676714766714753
1966,4,1966-04-16,224.87965,119.87026,82.73789,-0.1726499,26.033613,23.35039,28.71683,1.1347041847041783,25.038134920634917,29.825367965367953
1966,5,1966-05-16,203.46973,92.68191,82.56637,-0.09278319,26.410513,23.704918,29.116102,0.33881072631071757,30.269535834535837,30.89882154882154
1966,6,1966-06-16,161.8932,90.01147,81.31961,-0.18796094,26.514397,23.732872,29.295921,1.285984848484838,26.13814574314574,29.838131313131306
1966,7,1966-07-16,209.7029,117.31724,82.666374,-0.119318776,25.928679,23.315424,28.541933,1.2293410293410185,27.50848244348243,30.5983177008177
1966,8,1966-08-16,143.24562,72.046455,80.7488,-0.35642385,26.283484,23.41047,29.156494,3.245745550745544,23.29504449254449,30.875613275613276
1966,9,1966-09-16,238.86646,107.71344,82.0671,-0.3536562,25.986399,23.27218,28.700613,0.9558345358345255,28.276865079365066,29.78220658970659
1966,10,1966-10-16,311.22098,110.863914,83.994385,-0.1528042,25.454561,22.90183,28.007296,0.0375,30.956944444444446,30.60138648388648
1966,11,1966-11-16,300.20956,99.16623,84.17829,-0.1485461,25.420366,22.953611,27.887125,0.042261904761898145,30.0,29.595223665223656
1966,12,1966-12-16,301.44214,98.63309,83.71005,0.08006836,25.140741,22.768038,27.513445,0.981031746031736,30.603015873015867,30.1263492063492
1967,1,1967-01-16,175.6823,66.208565,82.046425,-0.030965647,24.369873,22.025934,26.713812,4.7149759499759485,11.324313371813368,27.123329725829723
1967,2,1967-02-16,133.85315,69.909065,81.51226,-0.32644117,25.085493,22.504807,27.666182,8.745757575757569,15.62329124579124,27.008738576238564
1967,3,1967-03-16,241.99068,129.31004,83.229935,-0.11472398,25.80137,23.266973,28.33577,1.2831962481962385,25.498798701298693,30.744135401635393
1967,4,1967-04-16,201.37024,101.67747,82.5254,-0.17832403,26.196724,23.58371,28.809732,1.7769264069264006,25.340432900432898,29.837920875420867
1967,5,1967-05-16,217.85112,101.23788,82.66855,-0.15832454,26.480799,23.790459,29.17114,1.8502886002885879,28.392411014911005,30.851220538720533
1967,6,1967-06-16,154.11266,85.92368,81.42342,-0.19986331,26.596048,23.847198,29.344893,1.5289634439634374,22.8460606060606,29.904377104377097
1967,7,1967-07-16,140.29121,78.07257,80.39783,-0.4976429,26.203003,23.403732,29.002274,3.1777513227513197,20.195001202501192,30.79338143338142
1967,8,1967-08-16,191.95995,95.06333,81.57608,-0.31196404,26.007904,23.246851,28.768959,2.471552429052419,17.590543530543517,30.772782587782583
1967,9,1967-09-16,179.73036,82.47551,81.34476,-0.49683464,25.859253,23.041986,28.676514,0.8935088985088889,26.746081048581043,29.75861351611351
1967,10,1967-10-16,292.7634,103.45886,83.51522,-0.56205153,25.472967,22.881735,28.0642,0.07705747955747685,30.7952886002886,30.657297979797974
1967,11,1967-11-16,261.15286,87.22366,83.982704,-0.71838546,25.40062,22.90574,27.8955,0.4084680134680092,29.51015873015873,29.58186868686868
1967,12,1967-12-16,315.45322,104.643456,84.78269,-0.6726133,25.338388,23.00664,27.670141,0.22961880711879631,30.659682539682535,30.385643338143332
1968,1,1968-01-16,186.76958,72.34458,82.38843,-0.6297531,25.166529,22.771446,27.561617,4.5714454064453935,14.193065175565176,30.298698893698887
1968,2,1968-02-16,163.60155,97.6044,82.15926,-0.46911195,25.460052,22.97949,27.940619,4.222854737854734,20.51602212602212,28.64929653679653
1968,3,1968-03-16,204.0041,113.74377,82.17588,-0.5616896,25.92981,23.282324,28.577291,2.519671717171713,23.426435786435775,30.844984367484365
1968,4,1968-04-16,199.9167,103.10977,82.60382,-0.53882116,26.52476,23.909163,29.140358,1.0705880230880092,24.559788359788357,29.909841269841262
1968,5,1968-05-16,197.73186,90.277534,82.38248,-0.6143125,26.79103,24.10433,29.477728,2.0370129870129863,29.207341269841262,30.947222222222223
1968,6,1968-06-16,245.72795,138.6485,83.22755,-0.29926065,26.527695,23.945135,29.11025,0.5005687830687731,28.38724266474266,29.814898989898982
1968,7,1968-07-16,236.14948,132.82991,83.0704,-0.0022372603,26.213133,23.658844,28.767418,0.5224230399230324,30.162429052429047,30.75435185185185
1968,8,1968-08-16,145.8643,73.786354,80.8885,-0.17194511,26.458155,23.60737,29.308943,3.7915596440596415,26.44428090428089,30.91880952380951
1968,9,1968-09-16,283.63406,125.96399,83.19373,0.18719012,25.939835,23.327932,28.551737,0.3275396825396759,29.16246031746031,29.810527898027892
1968,10,1968-10-16,278.62418,99.07235,82.52218,0.12615718,26.267273,23.566416,28.968132,1.4637542087542015,30.392896825396818,30.867704425204423
1968,11,1968-11-16,250.72871,83.28336,82.95941,0.092527546,25.954544,23.374176,28.534914,0.47324915824915514,29.608878066378054,29.81311928811928
1968,12,1968-12-16,310.2542,101.91862,83.26385,0.079591,25.978434,23.536112,28.420761,0.583134920634919,30.325674603174594,30.81619047619047
1969,1,1969-01-16,227.43147,102.52746,82.453896,0.21434991,25.980108,23.562973,28.397245,2.0552609427609374,16.830443722943716,30.854490139490128
1969,2,1969-02-16,159.7466,93.67981,81.454735,0.20697488,26.261137,23.725618,28.796652,2.764118566618565,20.70455988455987,27.921825396825394
1969,3,1969-03-16,202.38753,115.80807,81.67927,0.17890505,26.68802,24.055391,29.320646,2.155940355940347,21.310544733044722,30.947420634920622
1969,4,1969-04-16,233.90681,123.10085,81.929054,0.24063878,26.790092,24.13086,29.449326,1.0941606541606481,25.29725228475228,29.966666666666665
1969,5,1969-05-16,252.55775,114.21023,82.82108,0.41201666,26.811945,24.21853,29.405357,0.46009499759498845,30.28261904761904,30.916666666666668
1969,6,1969-06-16,168.85954,93.35736,81.134544,0.19825542,26.972506,24.245909,29.69911,1.9853354978354862,25.20487734487734,29.92361111111111
1969,7,1969-07-16,228.16032,126.89047,82.22671,0.1642933,26.519241,23.861105,29.177378,0.6119937469937384,28.711339586339584,30.8647619047619
1969,8,1969-08-16,168.2931,81.87501,80.5463,0.24915512,26.711319,23.888887,29.533747,1.8611664261664236,26.383019480519465,30.914642857142844
1969,9,1969-09-16,203.67397,90.242485,80.69996,-0.010913541,26.471985,23.66784,29.27613,0.7767075517075464,25.864794372294366,29.899621212121204
1969,10,1969-10-16,283.1066,100.345055,82.367256,-0.03282578,25.927124,23.249094,28.605154,0.6687301587301504,30.030753968253958,30.7622619047619
1969,11,1969-11-16,260.7959,87.01516,83.4674,-0.0035167087,25.486322,22.983923,27.98873,0.23666666666666666,29.905873015873013,29.68722823472823
1969,12,1969-12-16,179.14815,58.368183,82.37372,-0.49607876,25.257902,22.827454,27.688347,2.6743530543530443,27.505277777777778,30.346581289081282
1970,1,1970-01-16,226.78949,91.64225,83.78416,-0.5077886,25.022238,22.7306,27.313873,1.6794540644540625,23.286696729196727,29.393835978835973
1970,2,1970-02-16,201.80074,111.78058,83.36213,-0.33569238,25.353426,22.99425,27.7126,1.5689454064453936,21.886031746031737,27.409657287157277
1970,3,1970-03-16,211.98253,120.52001,82.501755,-0.27156588,25.984953,23.408411,28.561491,2.5266702741702662,25.453471620971612,30.75711159211159
1970,4,1970-04-16,224.02087,125.1594,82.43131,-0.27119017,26.487099,23.829412,29.144785,1.0049338624338542,26.632857142857137,29.892087542087534
1970,5,1970-05-16,214.18892,99.41975,82.40124,-0.3872143,26.81282,24.141558,29.484083,1.547877585377581,28.809861712361702,30.922976190476177
1970,6,1970-06-16,170.20882,93.84549,81.232185,-0.41079846,26.581072,23.84935,29.3128,2.9450697450697336,21.64933501683501,29.85357744107743
1970,7,1970-07-16,215.993,123.5895,82.25952,-0.47479412,26.33438,23.686605,28.98215,1.1410040885040855,29.165188792688785,30.83837301587301
1970,8,1970-08-16,245.13835,120.78402,82.266136,-0.20966534,25.984549,23.288887,28.680208,1.1167436267436226,27.57799062049061,30.768924963924952
1970,9,1970-09-16,181.11156,81.749146,80.851326,-0.26581845,26.443514,23.605886,29.281143,1.9722570947570834,25.00076118326118,29.85227272727272
1970,10,1970-10-16,289.32642,102.93957,82.97048,-0.22329034,26.167252,23.559668,28.774834,0.04611111111111111,30.78535714285714,30.790010822510823
1970,11,1970-11-16,320.6329,105.15812,83.947426,-0.0013330778,25.845507,23.3655,28.325521,0.918134920634919,29.98158730158729,29.755283790283784
1970,12,1970-12-16,232.6761,75.84653,83.415855,0.20294076,25.842428,23.404617,28.280241,0.7443253968253936,29.20865079365079,30.766248196248192
1971,1,1971-01-16,229.67664,91.57449,82.851875,0.21749616,25.472672,23.133703,27.811646,2.7341774891774766,19.18820346320346,30.34899831649831
1971,2,1971-02-16,172.81627,96.06515,82.3245,0.107653715,26.024633,23.508926,28.540339,2.1279425204425113,21.604840067340056,27.850277777777777
1971,3,1971-03-16,169.57115,91.05567,81.04925,-0.026714018,26.40419,23.68454,29.123842,2.9120683020682985,19.10315536315536,30.889520202020197
1971,4,1971-04-16,248.05603,135.65298,82.45732,0.06275902,26.486794,23.82905,29.144539,0.9721897546897453,25.157809042809042,29.8951984126984
1971,5,1971-05-16,282.57602,131.63779,83.61829,0.26334098,26.305696,23.789497,28.821894,0.557887205387199,30.40888888888889,30.735518278018276
1971,6,1971-06-16,176.13152,100.14972,81.52788,0.28142697,26.500223,23.764978,29.235466,2.0124422799422685,26.841672679172675,29.874105339105338
1971,7,1971-07-16,169.45345,93.58237,80.95133,0.1052539,26.101341,23.319708,28.882978,2.8427549302549187,24.22153559403559,30.70667748917749
1971,8,1971-08-16,187.57173,92.02291,81.179695,-0.107658565,26.40624,23.682373,29.13011,0.978856421356412,23.929181096681088,30.86271043771043
1971,9,1971-09-16,191.92378,87.24325,80.86857,-0.06328536,26.3742,23.554037,29.19436,1.1474410774410764,26.24725228475228,29.90035714285714
1971,10,1971-10-16,265.51492,95.098976,82.36196,-0.16479091,25.941263,23.249916,28.632612,0.06452380952380787,30.42869047619047,30.826083453583447
1971,11,1971-11-16,273.12146,91.45861,83.78983,-0.3404672,25.713198,23.13626,28.290136,0.4629509379509259,29.88380952380951,29.759325396825396
1971,12,1971-12-16,321.0133,106.710976,84.16571,-0.02758331,25.265093,22.885168,27.64502,0.9515824915824884,30.432098364598357,30.04087301587301
1972,1,1972-01-16,218.35754,83.84176,82.89742,-0.04897408,24.907984,22.546034,27.269938,2.8467364117364005,15.938537758537754,29.92348845598845
1972,2,1972-02-16,151.13539,80.62416,81.840004,-0.12647961,25.453188,22.933554,27.972818,3.860126262626262,22.24902477152477,28.698571428571423
1972,3,1972-03-16,237.4419,153.0085,82.486435,0.11148993,25.82116,23.24385,28.398468,1.9547510822510763,23.37311568061567,30.717664742664734
1972,4,1972-04-16,138.83722,75.73376,81.01987,-0.34672174,26.34237,23.579582,29.105158,1.6180194805194676,23.19810485810485,29.883333333333333
1972,5,1972-05-16,141.31792,66.06943,81.14307,-0.8728147,26.565145,23.763552,29.366737,2.360846560846551,23.054621212121205,30.944444444444443
1972,6,1972-06-16,209.02519,117.73431,82.57553,-0.82686573,26.305655,23.605341,29.005968,0.8880278980278935,28.350501443001434,29.80355218855219
1972,7,1972-07-16,154.06691,87.88894,81.40671,-0.8684984,26.31201,23.510374,29.113647,3.8294528619528587,21.047355699855693,30.819556277056275
1972,8,1972-08-16,125.50384,62.234554,80.82375,-1.0434309,26.24472,23.30272,29.18672,4.463146945646932,15.942661135161133,30.906944444444445
1972,9,1972-09-16,201.37202,90.839516,82.66434,-0.9466664,25.91799,23.144125,28.69185,3.106822991822986,24.036035353535347,29.80711159211159
1972,10,1972-10-16,300.18137,105.64158,84.10125,-0.7925637,25.770285,23.198648,28.341919,0.3321332371332292,29.256545214045207,30.761678691678682
1972,11,1972-11-16,265.5299,85.66137,83.54873,-0.7650519,26.199465,23.596643,28.802286,0.6519240019239931,29.972063492063484,29.877087542087533
1972,12,1972-12-16,349.63477,113.40042,84.83719,-0.71836203,25.702581,23.445908,27.959253,0.1546031746031713,30.693174603174594,30.61796536796536
1973,1,1973-01-16,170.32738,64.971985,81.920296,-1.0181967,25.849722,23.38153,28.317911,4.538074795574792,17.311578884078877,30.87130952380951
1973,2,1973-02-16,98.88099,55.74471,80.00904,-1.1986848,26.186127,23.434889,28.937368,7.3815957190957056,13.158649591149583,27.96388888888889
1973,3,1973-03-16,109.63998,52.07898,78.837685,-1.5544246,26.695017,23.801329,29.588705,5.8713359788359725,14.356701539201529,30.968055555555555
1973,4,1973-04-16,129.92761,64.00709,79.4129,-1.4785193,27.182798,24.266626,30.098963,4.637997835497824,16.855916305916296,29.988888888888887
1973,5,1973-05-16,236.53093,105.50115,82.84061,-1.1072842,27.069122,24.411612,29.726631,1.3936111111111111,26.974285714285706,30.96607744107743
1973,6,1973-06-16,166.27553,93.229576,81.75985,-1.3041044,27.308928,24.519989,30.097864,1.379978354978345,26.984206349206346,29.988888888888887
1973,7,1973-07-16,239.59624,133.6784,82.45987,-1.0216824,26.861107,24.198196,29.524017,0.7553342953342824,26.709735449735437,30.920454545454536
1973,8,1973-08-16,273.94717,133.40509,82.43356,-0.5246348,26.323023,23.670195,28.975851,1.0034367484367361,26.222127224627222,30.81586339586339
1973,9,1973-09-16,234.05623,103.96124,81.71093,-0.4239398,26.664743,23.96283,29.366655,0.637960557960544,27.598096440596436,29.879496151996147
1973,10,1973-10-16,274.0344,97.70283,82.13255,-0.54404515,26.676153,23.98442,29.367891,0.6522859547859491,30.178602693602684,30.942420634920623
1973,11,1973-11-16,274.34637,92.59188,82.548386,-0.5394306,26.490501,23.936216,29.04479,0.9459126984126968,28.85015873015873,29.88330567580567
1973,12,1973-12-16,260.38513,85.89335,82.30393,-0.91520745,25.362343,22.958647,27.766039,3.2340969215969095,26.558701298701294,30.54861471861471
1974,1,1974-01-16,261.09958,101.16107,82.96813,-0.60236406,24.902395,22.647642,27.15715,1.9619264069264004,23.272370129870126,29.18626382876382
1974,2,1974-02-16,250.0467,146.35931,84.0806,-0.019347021,25.291742,22.946299,27.637184,1.3979930254930208,23.30575396825396,27.00093795093794
1974,3,1974-03-16,258.9633,147.89369,83.64935,0.47574988,25.664072,23.201218,28.126923,1.5260774410774307,28.43087301587301,30.554113756613752
1974,4,1974-04-16,126.2392,69.18441,80.68708,0.48250055,26.354446,23.52247,29.186422,2.635987253487245,22.92205146705146,29.93611111111111
1974,5,1974-05-16,129.60536,60.136566,80.72509,0.1516351,26.722162,23.839151,29.605173,4.317987012987002,21.317121212121204,30.934722222222224
1974,6,1974-06-16,117.99091,66.01982,79.757866,-0.02802357,26.550615,23.639711,29.461523,4.940722703222696,13.785158730158727,29.894696969696966
1974,7,1974-07-16,244.24443,137.31587,82.79226,-0.01770092,25.99788,23.39647,28.599295,0.6618302068301968,27.98488215488215,30.709413179413172
1974,8,1974-08-16,190.55684,93.69214,81.63193,-0.3438569,26.707945,23.914053,29.501833,1.5549230399230325,29.164187109187107,30.918055555555554
1974,9,1974-09-16,247.4998,110.76171,82.20816,-0.25345072,26.526642,23.829859,29.223433,0.327515632515625,28.157567340067338,29.919444444444444
1974,10,1974-10-16,322.8248,113.55857,83.60633,-0.045531977,25.967554,23.361898,28.573212,0.11428571428570602,30.896507936507927,30.815317460317456
1974,11,1974-11-16,293.77133,98.588135,83.869606,0.01112326,25.589033,23.109222,28.068848,0.5430555555555555,29.986031746031735,29.561382876382872
1974,12,1974-12-16,246.55989,81.59322,83.30735,-0.0007648766,25.654877,23.216875,28.092878,0.677015392015382,29.22273809523809,30.73731962481962
1975,1,1975-01-16,223.85497,84.473976,82.198,-0.12070942,25.498339,23.11067,27.886011,3.867073112073102,20.957353294853284,30.59363275613274
1975,2,1975-02-16,207.29659,113.416534,82.86194,-0.27325407,25.334723,22.98027,27.689173,2.243671236171227,23.870833333333334,27.30853896103896
1975,3,1975-03-16,202.21416,110.87631,82.04782,-0.43948355,25.85946,23.31771,28.401213,1.5039093314093288,24.209525012025,30.70281986531986
1975,4,1975-04-16,192.04768,98.211555,81.89307,-0.18377401,26.269552,23.626501,28.9126,1.7946753246753124,24.156367243867233,29.892420634920622
1975,5,1975-05-16,172.41734,79.35116,81.92695,-0.04434209,26.797699,24.075882,29.519514,1.7400817700817592,26.450419672919665,30.940277777777776
1975,6,1975-06-16,202.73259,113.49381,82.50946,0.20841217,26.301966,23.668116,28.935816,1.8967664742664698,28.303772246272246,29.80003848003847
1975,7,1975-07-16,219.64928,122.99824,82.39687,0.12166059,26.065048,23.404709,28.725393,0.8799927849927778,27.83467051467051,30.757407407407406
1975,8,1975-08-16,238.77547,116.80887,82.31374,0.27555332,26.167557,23.459326,28.875792,0.7195177970177893,28.894616402116398,30.857783790283786
1975,9,1975-09-16,209.77116,95.18839,81.97497,0.14779294,26.128836,23.361425,28.896248,1.7388492063492016,27.345260942760937,29.8330303030303
1975,10,1975-10-16,282.93216,99.22401,83.25228,0.0053095394,25.89742,23.273125,28.521715,0.14256132756131942,30.423508898508892,30.824325396825394
1975,11,1975-11-16,320.26205,105.531006,84.1366,0.09481359,25.711243,23.254568,28.167917,0.10265873015872685,29.986031746031735,29.756117123617116
1975,12,1975-12-16,293.62936,95.92267,84.11027,0.2684331,25.75944,23.400314,28.118567,0.4388311688311574,30.712738095238088,30.570578403078393
1976,1,1976-01-16,306.03687,123.96579,84.02094,0.53665835,25.425974,23.120535,27.73142,0.7683333333333333,25.851865079365066,30.556530784030777
1976,2,1976-02-16,191.81319,107.247314,82.632034,0.4887112,25.507355,23.089478,27.925234,2.1485413660413544,24.56408730158729,28.570833333333333
1976,3,1976-03-16,226.10725,129.10532,82.4788,0.5348044,25.934921,23.407171,28.46267,2.60146103896103,21.429397546897533,30.7643795093795
1976,4,1976-04-16,250.36548,143.33806,83.64521,0.6755407,26.272512,23.670034,28.874987,0.4856325156325116,27.20111111111111,29.852423039923032
1976,5,1976-05-16,259.12195,117.098785,83.635376,0.90359384,26.598444,24.062239,29.134651,0.22872775372774304,30.262427849927846,30.813173400673392
1976,6,1976-06-16,143.67993,81.28189,81.84378,0.770819,26.74648,23.991014,29.501947,2.605821308321296,27.770862193362188,29.913888888888888
1976,7,1976-07-16,151.88972,84.75556,80.79441,0.58512187,26.448355,23.624624,29.272085,2.354224386724375,21.91118566618566,30.871632996632986
1976,8,1976-08-16,222.76518,107.99814,81.194176,0.52783114,26.276285,23.468721,29.083847,4.120452140452129,20.412837902837893,30.840726310726307
1976,9,1976-09-16,234.45601,106.5333,82.07963,0.6029501,26.166693,23.437155,28.89623,0.6210545935545834,28.738073593073587,29.806354016354017
1976,10,1976-10-16,254.28728,90.46359,82.36327,0.49302056,26.15628,23.491533,28.82103,0.3244444444444444,29.897936507936507,30.841031746031735
1976,11,1976-11-16,271.41916,90.705444,83.62711,0.35186115,25.938032,23.451887,28.42418,0.3215969215969097,29.586666666666666,29.847936507936506
1976,12,1976-12-16,312.37308,99.87919,83.987175,0.42456862,25.621696,23.322355,27.921038,0.653184223184213,30.40523809523809,30.322627465127454
1977,1,1977-01-16,214.89891,85.04699,82.525375,0.18046395,25.175484,22.86159,27.489378,2.7689249639249534,20.78523809523809,30.127854737854737
1977,2,1977-02-16,141.64494,78.9486,81.39886,-0.00046807528,24.803843,22.365229,27.242456,4.133528138528137,20.921582491582488,25.65613275613274
1977,3,1977-03-16,146.33258,63.48236,80.76486,-0.29239085,25.934082,23.129602,28.738564,6.108632756132743,15.854781144781134,30.685476190476177
1977,4,1977-04-16,137.51482,66.84125,80.44982,-0.6983104,26.698753,23.773712,29.6238,4.031897546897535,19.260994468494467,29.944654882154875
1977,5,1977-05-16,217.53853,96.52242,82.78933,-0.830808,26.7181,24.066988,29.369207,1.533413900913889,25.27310125060124,30.895833333333332
1977,6,1977-06-16,207.60445,116.66105,83.22344,-0.6244454,26.475744,23.84046,29.11103,1.630229677729676,26.217996632996634,29.84107744107743
1977,7,1977-07-16,181.15552,100.51589,81.86395,-0.55803436,26.416208,23.699411,29.133003,2.6194215969215855,23.49050986050985,30.842466329966317
1977,8,1977-08-16,217.28923,103.9811,82.094734,-0.6128667,26.492075,23.749619,29.23453,1.5693169793169677,25.168468013468008,30.87361111111111
1977,9,1977-09-16,241.33986,107.48718,82.2203,-0.57320094,26.1985,23.495451,28.90155,0.23570226070225697,29.224007936507927,29.844065656565647
1977,10,1977-10-16,274.97,98.81318,82.352715,-0.5091924,26.15786,23.493402,28.822319,0.7169336219336111,30.51141053391053,30.791904761904757
1977,11,1977-11-16,311.81763,103.318306,83.96183,-0.37072352,25.911463,23.406876,28.416052,0.11767436267435184,29.9888492063492,29.663579846079838
1977,12,1977-12-16,342.3269,111.996826,84.13084,-0.2827193,25.44877,23.080154,27.81739,1.4097991822991782,29.367056277056275,30.201293891293886
1978,1,1978-01-16,268.1432,111.187805,83.5334,-0.07087318,25.081064,22.829367,27.332762,2.4447029822029744,22.330092592592592,29.869217171717164
1978,2,1978-02-16,172.5573,100.55544,83.19055,0.069167666,24.96374,22.593153,27.334333,3.405765993265984,19.7925505050505,26.339563492063483
1978,3,1978-03-16,199.27318,117.46619,81.90084,0.27786183,25.476961,22.863165,28.090757,2.966075036075023,22.29149831649831,30.408831168831156
1978,4,1978-04-16,228.9225,129.78865,83.01133,0.55924505,26.1281,23.550375,28.705832,1.265634920634919,25.160667388167386,29.720025252525247
1978,5,1978-05-16,249.9163,116.30076,83.55758,0.6282179,26.217215,23.651426,28.783007,0.5246620971620833,29.1850986050986,30.7974987974988
1978,6,1978-06-16,183.49963,103.888176,82.19623,0.5638832,26.56942,23.835083,29.303759,3.3845755170755094,28.831794131794123,29.86779581529581
1978,7,1978-07-16,99.139496,54.804413,79.84507,0.30243552,26.656652,23.726545,29.58676,4.317081529581528,19.233113275613263,30.93611111111111
1978,8,1978-08-16,229.9847,113.40271,81.53327,0.35056162,26.050589,23.29476,28.806412,5.235814093314086,23.179534632034628,30.737257094757084
1978,9,1978-09-16,209.74214,93.490425,82.16565,0.26740512,26.080017,23.339865,28.82017,0.6552705627705556,28.781501924001923,29.836984126984124
1978,10,1978-10-16,261.07983,92.7936,82.746315,0.24266559,25.982773,23.31413,28.651419,0.30018278018276623,30.15750120250119,30.77504810004809
1978,11,1978-11-16,314.09766,102.99298,83.70284,0.2594876,25.998688,23.467035,28.530344,0.10567460317459491,29.92357142857142,29.864892977392973
1978,12,1978-12-16,282.7167,93.569275,83.52179,0.09241191,25.553925,23.195353,27.9125,0.7072150072150001,30.656388888888888,30.5527922077922
1979,1,1979-01-16,156.65366,57.55628,81.18774,-0.34316072,25.40834,22.976187,27.840494,4.296951659451655,13.543061568061562,30.558898508898505
1979,2,1979-02-16,105.1127,51.39731,79.21266,-0.5674834,26.37882,23.592703,29.164942,7.130355940355938,12.635836940836931,27.96388888888889
1979,3,1979-03-16,116.22412,54.976475,78.28402,-0.8130706,26.756025,23.946795,29.565256,10.417774170274168,12.76895382395382,30.95277777777778
1979,4,1979-04-16,186.56787,97.36405,81.83012,-0.9124264,27.057295,24.349113,29.765478,1.3284680134680094,25.482777777777777,29.968055555555555
1979,5,1979-05-16,206.69194,94.40564,82.01596,-1.0768987,27.19773,24.51358,29.88188,1.0820214045214003,27.5250986050986,30.956944444444446
1979,6,1979-06-16,219.8542,122.63739,82.00651,-0.9713246,26.83011,24.20816,29.452063,1.9139911014910995,26.03105579605579,29.853952621452617
1979,7,1979-07-16,161.70894,89.71054,80.89213,-0.7955447,26.862734,24.093557,29.631912,2.4547077922077896,23.257356902356896,30.90517676767676
1979,8,1979-08-16,208.84966,102.70673,81.403465,-0.9052572,26.704153,23.918665,29.489637,2.134380711880706,21.23008537758537,30.91337301587301
1979,9,1979-09-16,192.62128,88.32192,81.18514,-0.9552987,26.515997,23.668135,29.36386,1.6924290524290393,27.37357022607022,29.913464405964397
1979,10,1979-10-16,317.17252,112.32263,83.27729,-0.76796585,26.262327,23.640558,28.884089,0.2575793650793634,29.955515873015866,30.8591847041847
1979,11,1979-11-16,345.44165,113.53826,84.02813,-0.6589599,25.985765,23.499636,28.471895,0.0955772005771875,30.0,29.736589706589697
1979,12,1979-12-16,340.38806,113.64341,84.83151,-0.49475923,25.401453,23.14857,27.654337,0.4552380952380903,30.857142857142843,30.25219456469456
1980,1,1980-01-16,218.98698,91.614265,82.94235,-0.27206847,25.356028,22.95381,27.75824,4.15901875901875,16.820796055796052,29.931063011063006
1980,2,1980-02-16,230.53279,132.2818,82.946724,0.19648892,25.463846,23.097975,27.829721,2.9555170755170717,22.273934583934572,28.50835257335257
1980,3,1980-03-16,203.95988,116.84757,82.445435,0.4942967,25.996843,23.426134,28.567553,1.6558922558922455,25.001047378547373,30.796214526214527
1980,4,1980-04-16,201.63966,112.26107,82.347946,0.5226246,26.525846,23.8731,29.178595,1.0064850889850812,26.84922318422317,29.85972222222222
1980,5,1980-05-16,234.32654,107.766945,82.789856,0.58314174,26.790428,24.169113,29.411741,0.5428631553631482,29.28995911495911,30.9201984126984
1980,6,1980-06-16,199.29854,111.54053,82.62328,0.529008,26.549171,23.883005,29.215338,1.8185185185185184,26.209417989417986,29.87136964886964
1980,7,1980-07-16,202.96321,115.00875,82.72177,0.6837571,26.229021,23.599762,28.858278,0.8900877825877778,24.128759018759016,30.792107984607973
1980,8,1980-08-16,178.26021,87.29745,81.520874,0.60936075,26.474241,23.68334,29.265142,1.8076647426647336,23.04665464165463,30.882154882154875
1980,9,1980-09-16,203.45172,91.480896,81.70544,0.657185,26.478544,23.721941,29.235146,2.3037205387205324,22.801489898989896,29.891452621452615
1980,10,1980-10-16,299.39233,106.31168,83.68081,0.59300095,25.933168,23.358353,28.507988,0.2111111111111111,30.447182539682533,30.7954822029822
