Date,pr,Year,Month,prpercnt,hurs,spei12,tas,tasmin,tasmax,cdd,cwd,sd,rolling_pr_3y,rolling_pr_2y,rolling_pr_1y,tas_range
2015-01-16,161.24545,2015,1,60.562836,82.095695,-0.69512004,25.351637,22.975159,27.728113,4.377750120250116,16.899820827320823,30.370545935545927,161.24545,161.24545,161.24545,4.752953999999999
2015-02-16,105.30375,2015,2,56.956085,80.756325,-1.197037,25.967054,23.381516,28.552584,3.1360954785954744,14.567418229918228,27.731944444444444,266.5492,266.5492,266.5492,5.171067999999998
2015-03-16,122.30656,2015,3,59.039867,79.60405,-1.3415661,26.680033,23.876066,29.484003,7.234824434824432,14.909626022126018,30.95,388.85576000000003,388.85576000000003,388.85576000000003,5.607937
2015-04-16,176.20955,2015,4,88.03732,81.38601,-1.2464896,27.04487,24.355751,29.733994,2.319985569985567,20.44943602693602,29.935942760942755,565.06531,565.06531,565.06531,5.378242999999998
2015-05-16,142.70253,2015,5,66.189156,81.445854,-1.6073323,27.537752,24.693686,30.38182,3.2812289562289467,23.507509620009618,30.95378787878787,707.76784,707.76784,707.76784,5.688134000000002
2015-06-16,222.43744,2015,6,128.73286,83.28087,-1.3178002,27.386154,24.806818,29.965487,1.0319492544492477,26.494984367484367,29.962121212121204,930.20528,930.20528,930.20528,5.158669
2015-07-16,222.27583,2015,7,123.28188,83.034706,-1.1726578,27.047897,24.43255,29.663244,1.0963780663780556,29.837254689754687,30.95138888888889,1152.48111,1152.48111,1152.48111,5.230694
2015-08-16,180.33943,2015,8,87.89834,81.79317,-1.0213513,27.287626,24.467163,30.108088,3.6231156806156712,25.73215007215007,30.981944444444444,1332.82054,1332.82054,1332.82054,5.640924999999999
2015-09-16,280.62048,2015,9,124.80056,82.978065,-0.83609843,26.885672,24.259285,29.512062,0.6205158730158681,28.530396825396817,29.915277777777774,1613.44102,1613.44102,1613.44102,5.252777000000002
2015-10-16,314.83737,2015,10,112.01939,83.75353,-0.9086468,26.672434,24.116297,29.228567,0.1678523328523264,30.86380952380951,30.9522619047619,1928.27839,1928.27839,1928.27839,5.112270000000002
2015-11-16,299.94766,2015,11,97.84887,83.927765,-0.95648557,26.742674,24.288752,29.1966,0.2844047619047569,29.54523809523809,29.91797619047618,2228.22605,2228.22605,2228.22605,4.907848000000001
2015-12-16,306.86328,2015,12,101.461395,83.58077,-0.8001841,26.414167,24.018461,28.80987,0.870893458393449,29.437254689754685,30.916785714285705,2535.08933,2535.08933,2535.08933,4.791409000000002
2016-01-16,211.1302,2016,1,81.321976,82.66901,-0.6286697,26.396942,24.0178,28.776083,2.725298220298217,17.852301587301586,30.78374699374699,2746.21953,2746.21953,2584.97408,4.758282999999999
2016-02-16,154.29326,2016,2,88.757866,81.12122,-0.4136567,26.713837,24.173935,29.253738,4.474462481962477,16.81311808561808,28.869444444444444,2900.5127899999998,2900.5127899999998,2633.96359,5.079802999999998
2016-03-16,186.5302,2016,3,96.02247,81.12141,-0.12748252,26.862402,24.189795,29.535011,4.685412457912454,22.065082972582964,30.966666666666665,3087.04299,3087.04299,2698.18723,5.345216000000001
2016-04-16,224.52344,2016,4,110.75369,82.36387,0.043368522,27.365013,24.761702,29.968325,2.8807058682058564,23.72357142857142,29.981944444444444,3311.56643,3311.56643,2746.50112,5.2066230000000004
2016-05-16,211.82031,2016,5,98.84192,82.39301,0.26696655,27.656929,24.996185,30.317673,0.679800384800382,28.805877825877825,30.969444444444445,3523.38674,3523.38674,2815.6189,5.321487999999999
2016-06-16,223.00423,2016,6,125.09782,82.144356,0.27448392,27.255728,24.569784,29.941671,2.9627765752765627,25.84752044252044,29.948021885521875,3746.39097,3746.39097,2816.18569,5.371887000000001
2016-07-16,219.59862,2016,7,121.45901,82.46307,0.27377224,27.140907,24.451803,29.83001,0.9927248677248612,26.117338864838853,30.95555555555556,3965.98959,3965.98959,2813.50848,5.378207
